label	ENSMUSG00000000301.16	ENSMUSG00000003051.13	ENSMUSG00000004359.16	ENSMUSG00000004610.4	ENSMUSG00000005054.6	ENSMUSG00000006056.13	ENSMUSG00000006356.10	ENSMUSG00000006360.11	ENSMUSG00000008668.14	ENSMUSG00000014503.14	ENSMUSG00000015656.16	ENSMUSG00000017009.3	ENSMUSG00000018593.12	ENSMUSG00000019139.9	ENSMUSG00000020407.13	ENSMUSG00000020633.13	ENSMUSG00000020644.8	ENSMUSG00000021395.10	ENSMUSG00000021456.7	ENSMUSG00000021520.4	ENSMUSG00000021591.7	ENSMUSG00000023043.6	ENSMUSG00000025351.13	ENSMUSG00000025815.13	ENSMUSG00000026031.15	ENSMUSG00000026246.12	ENSMUSG00000026547.15	ENSMUSG00000027533.10	ENSMUSG00000027907.4	ENSMUSG00000028494.12	ENSMUSG00000028617.10	ENSMUSG00000028773.8	ENSMUSG00000029223.12	ENSMUSG00000029304.14	ENSMUSG00000029394.11	ENSMUSG00000029580.14	ENSMUSG00000029614.13	ENSMUSG00000029762.6	ENSMUSG00000030246.11	ENSMUSG00000030532.6	ENSMUSG00000030672.12	ENSMUSG00000030744.13	ENSMUSG00000031765.7	ENSMUSG00000031812.16	ENSMUSG00000031843.1	ENSMUSG00000031950.7	ENSMUSG00000032056.9	ENSMUSG00000032191.5	ENSMUSG00000032348.5	ENSMUSG00000032623.9	ENSMUSG00000032788.14	ENSMUSG00000033213.16	ENSMUSG00000034127.14	ENSMUSG00000034391.10	ENSMUSG00000034892.8	ENSMUSG00000035191.15	ENSMUSG00000036036.15	ENSMUSG00000038217.13	ENSMUSG00000038750.12	ENSMUSG00000038925.12	ENSMUSG00000039103.12	ENSMUSG00000039307.16	ENSMUSG00000039382.12	ENSMUSG00000040413.15	ENSMUSG00000040952.16	ENSMUSG00000041359.14	ENSMUSG00000041583.8	ENSMUSG00000041857.10	ENSMUSG00000041966.18	ENSMUSG00000041995.7	ENSMUSG00000043716.13	ENSMUSG00000044712.15	ENSMUSG00000045104.8	ENSMUSG00000045291.8	ENSMUSG00000046323.8	ENSMUSG00000047215.14	ENSMUSG00000048108.13	ENSMUSG00000049382.9	ENSMUSG00000049775.16	ENSMUSG00000050621.6	ENSMUSG00000050737.13	ENSMUSG00000050810.8	ENSMUSG00000051159.16	ENSMUSG00000052477.15	ENSMUSG00000053964.17	ENSMUSG00000053965.10	ENSMUSG00000054310.16	ENSMUSG00000055933.13	ENSMUSG00000057657.3	ENSMUSG00000057666.18	ENSMUSG00000060143.6	ENSMUSG00000060461.5	ENSMUSG00000061787.15	ENSMUSG00000062081.6	ENSMUSG00000062275.7	ENSMUSG00000062825.15	ENSMUSG00000062867.13	ENSMUSG00000064010.12	ENSMUSG00000065353.1	ENSMUSG00000066359.5	ENSMUSG00000066463.12	ENSMUSG00000066478.3	ENSMUSG00000068220.5	ENSMUSG00000069117.3	ENSMUSG00000069324.5	ENSMUSG00000069678.10	ENSMUSG00000069682.5	ENSMUSG00000070034.13	ENSMUSG00000071041.4	ENSMUSG00000071644.10	ENSMUSG00000073294.4	ENSMUSG00000073628.5	ENSMUSG00000074207.10	ENSMUSG00000074365.13	ENSMUSG00000074501.5	ENSMUSG00000074768.5	ENSMUSG00000074783.10	ENSMUSG00000075023.11	ENSMUSG00000075706.10	ENSMUSG00000076441.9	ENSMUSG00000076937.3	ENSMUSG00000078238.4	ENSMUSG00000078636.4	ENSMUSG00000079042.9	ENSMUSG00000079162.8	ENSMUSG00000079192.2	ENSMUSG00000079808.3	ENSMUSG00000080241.3	ENSMUSG00000080921.4	ENSMUSG00000080970.1	ENSMUSG00000081249.3	ENSMUSG00000081586.3	ENSMUSG00000081766.3	ENSMUSG00000082475.1	ENSMUSG00000083068.1	ENSMUSG00000083410.1	ENSMUSG00000084034.1	ENSMUSG00000084349.3	ENSMUSG00000084353.1	ENSMUSG00000084824.1	ENSMUSG00000085079.3	ENSMUSG00000085973.1	ENSMUSG00000086130.1	ENSMUSG00000089716.7	ENSMUSG00000090467.3	ENSMUSG00000090693.3	ENSMUSG00000091269.1	ENSMUSG00000092341.2	ENSMUSG00000092358.1	ENSMUSG00000092806.2	ENSMUSG00000093674.7	ENSMUSG00000094005.1	ENSMUSG00000094041.1	ENSMUSG00000094467.1	ENSMUSG00000094484.2	ENSMUSG00000094708.1	ENSMUSG00000094807.2	ENSMUSG00000095136.1	ENSMUSG00000095291.1	ENSMUSG00000095434.1	ENSMUSG00000095672.1	ENSMUSG00000095674.1	ENSMUSG00000095680.1	ENSMUSG00000095799.1	ENSMUSG00000095937.1	ENSMUSG00000096276.8	ENSMUSG00000096363.1	ENSMUSG00000096483.1	ENSMUSG00000096528.1	ENSMUSG00000096544.2	ENSMUSG00000096745.1	ENSMUSG00000099021.1	ENSMUSG00000099250.1	ENSMUSG00000099693.1	ENSMUSG00000100755.1	ENSMUSG00000100862.1	ENSMUSG00000101878.1	ENSMUSG00000102070.1	ENSMUSG00000102917.1	ENSMUSG00000103998.1	ENSMUSG00000105361.1	ENSMUSG00000105880.1	ENSMUSG00000106037.1	ENSMUSG00000106634.1	ENSMUSG00000107521.1	ENSMUSG00000108473.1	ENSMUSG00000108980.1
Mid 2-cell stage blastomere (34-40h post-fertilization)	5.7541	3.7995	5.47	2.9957	2.9957	4.74	3.0305	3.0078	5.5591	5.3803	5.4383	3.4713	3.6954	3.2833	3.5592	7.9733	3.7448	6.1219	2.9957	3.4595	3.1896	3.6659	5.3665	10.0739	7.0486	5.701	3.002	3.3082	3.0683	3.8911	6.3911	2.9957	7.0719	2.9957	5.9712	7.3999	7.2657	3.4531	6.6712	8.5985	2.9957	5.5769	6.563	7.3123	6.5371	5.8341	6.7962	5.4411	3.7652	4.8929	4.6643	2.9957	3.319	6.022	6.6879	5.6975	5.3138	6.8561	8.7721	4.7665	6.5966	7.0215	5.4775	5.6516	6.767	6.5286	6.106	7.2606	6.8162	7.4484	6.1592	5.7737	7.1472	5.1946	8.0907	6.0003	7.7752	3.3725	4.1204	6.9661	3.0897	6.6153	4.5206	6.6396	2.9957	7.6275	5.3401	6.41	4.0182	5.6685	6.8912	6.8475	6.454	6.8078	5.3584	4.3283	7.2575	2.9957	4.0509	6.465	8.5412	5.2008	3.176	4.8676	2.9957	5.7939	3.7211	5.9907	4.9878	3.6707	6.1695	6.0347	2.9957	6.6361	7.5725	3.1408	8.3952	7.0692	4.332	2.9957	7.2729	2.9972	4.7301	6.0989	6.1635	7.4555	6.2536	7.5537	6.165	2.9957	7.8443	7.1611	6.36	6.322	3.6658	3.0779	7.6373	3.9904	8.6329	9.0987	5.8884	7.6991	7.4517	6.9077	4.6381	5.994	3.3843	5.4477	5.1133	7.7237	8.4252	7.3322	7.7234	7.2828	6.4445	2.9957	7.7234	6.7947	6.9874	7.7237	6.9981	7.7233	7.3472	7.8465	2.9957	6.2813	7.1636	7.9236	3.4455	5.8524	7.1371	3.8599	3.8599	7.4894	6.7938	3.1447	6.4104	3.0209	8.5571	7.3262	10.4607	10.4371	6.5401	8.2554	8.484	7.6137	5.1296
Mid 2-cell stage blastomere (34-40h post-fertilization)	6.0224	4.0829	5.8939	3.0647	3.0276	4.9642	3.2705	2.9957	5.2233	5.6173	5.5366	3.0385	2.9957	3.378	4.0051	7.803	4.1387	5.8065	2.9957	2.9957	3.0069	3.3612	5.522	9.9096	7.1609	5.6611	3.2775	3.0253	3.264	4.659	5.6688	2.9957	7.5216	2.9957	6.0757	7.0479	7.1232	2.9957	6.9683	8.8814	4.184	4.9002	6.3248	7.0796	6.4899	5.9604	6.8043	5.5715	3.3977	4.8847	4.9803	2.9957	3.1571	5.9542	6.5515	5.8215	5.5356	7.0445	8.4371	5.1078	6.3201	7.146	5.5431	5.5992	6.7146	6.8649	6.0075	7.4275	7.3406	7.1276	5.4867	6.0769	7.4633	4.8852	8.101	5.6192	7.6797	3.0196	4.4975	6.6235	3.1834	6.4464	4.1153	6.8201	2.9957	7.4809	5.2369	6.5392	4.9922	5.9268	7.0757	6.705	5.5679	6.7841	5.2847	4.7555	7.098	3.5476	4.4328	6.3585	8.3432	4.8854	2.9957	5.1803	2.9957	5.9596	4.8177	6.1003	4.8275	3.7578	5.8424	6.3875	2.9957	6.5742	7.1868	2.9992	8.3205	6.8716	3.5651	3.6909	7.2341	3.6748	5.3849	6.1641	6.0759	7.6218	6.5286	7.6343	5.5163	2.9957	7.7886	7.1424	5.3781	5.9074	3.4177	3.1374	7.2017	3.3537	8.9794	8.9773	5.8037	7.2399	7.6546	7.0057	3.5911	5.9419	3.8031	5.667	6.3677	8.0964	8.4475	7.1054	8.0964	7.7597	6.6802	2.9957	8.0964	6.703	7.2119	8.0964	7.2187	8.0959	7.3055	7.5608	2.9957	6.1537	7.6267	8.1367	3.537	6.1672	7.5553	3.6876	3.6876	7.549	5.4766	5.9455	6.5319	3.9211	8.6421	7.5002	10.7937	10.3545	6.013	8.5142	8.6216	7.3586	5.3376
Mid 2-cell stage blastomere (34-40h post-fertilization)	5.523	3.1028	5.6459	2.9957	4.5425	4.8	3.4286	3.0082	5.8772	5.6007	5.7029	2.9957	3.0479	3.7682	3.8182	7.3179	3.9729	5.8693	2.9957	2.9957	3.2605	3.1708	5.5953	9.359	7.1988	5.9769	3.5232	3.0092	3.4021	4.7178	6.3489	2.9957	6.9192	2.9957	6.2654	7.2224	6.9703	3.0185	7.0156	8.924	3.9598	5.4523	5.5042	7.3793	6.4091	5.7538	6.9461	5.4819	3.0097	5.2547	6.0867	2.9957	3.347	6.0736	6.6292	5.8188	5.1159	7.0225	8.8394	5.4217	6.6397	7.3574	5.794	5.5466	6.9505	6.8545	6.36	7.4682	6.9716	7.0996	5.8271	5.9659	7.6588	5.0922	8.321	6.3298	7.2592	3.2324	3.9711	6.8044	3.3672	6.7459	5.1731	6.664	2.9957	7.8855	5.3885	6.4883	5.6478	6.1163	6.9823	6.7289	6.345	7.2494	5.435	4.2694	6.9649	3.163	4.1702	6.526	8.4451	4.6622	2.9957	5.3542	3.0368	6.6238	4.7748	6.079	4.9513	3.811	5.8924	6.1666	2.9957	6.5079	7.6068	3.0023	7.8105	6.8287	3.9071	2.9957	7.3902	3.9222	5.6259	6.27	6.088	7.6037	6.2939	7.8948	6.2285	2.9957	7.9786	7.2508	4.8604	6.287	3.3212	3.2161	7.7426	4.2189	8.9898	8.4657	5.8079	6.885	7.8322	7.0777	4.7256	6.1145	2.9957	5.0728	5.8991	8.0396	8.5491	7.3199	8.0395	7.6052	6.7426	2.9957	8.0395	6.8842	6.3854	8.0396	7.0925	8.0394	7.1836	7.4767	2.9957	6.2101	7.1567	7.9959	3.4056	6.373	7.3628	3.999	3.999	7.4437	6.5111	3.0893	6.7028	3.156	8.8846	7.6487	10.5921	9.8424	6.6748	8.5515	8.8358	7.0652	5.3084
Mid blastocyst cell (92-94h post-fertilization)	4.9118	3.0291	5.466	7.1751	6.2197	6.4385	3.0104	2.9985	7.825	2.9976	6.3233	6.4374	5.3153	5.2743	6.633	3.022	3.0058	3.035	6.3706	6.8073	6.0053	3.5801	6.8999	4.2946	3.2625	3.0014	3.0154	6.0782	4.771	5.3616	2.9957	6.0178	3.0104	4.9008	3.0765	10.0781	8.1239	3.1619	2.9957	3.2286	5.4168	7.1411	3.0168	7.4077	4.5006	7.3092	2.9957	2.9957	5.3432	2.9957	4.1433	5.1818	3.0018	5.2974	8.1767	2.9957	5.4327	3.0205	2.9957	2.9957	4.5792	3.0555	4.0341	4.8628	8.3929	3.0571	2.9989	2.9957	3.17	2.9957	8.1093	4.9335	2.9957	2.9957	7.5142	7.1607	3.0599	4.4307	3.003	8.3904	3.037	2.9957	2.9957	2.9957	3.007	3.161	2.9985	2.9957	7.1285	7.5011	6.177	8.7691	8.0866	7.6809	2.9957	7.0208	6.2021	3.0578	5.1956	2.9957	2.9995	3.2877	4.1212	7.1789	3.0059	2.9957	7.6504	2.9957	3.9074	7.0526	2.9957	2.9957	4.9894	7.0905	3.0838	4.272	2.9957	2.9957	5.6719	4.9748	2.9957	4.5922	6.2029	2.9957	3.8892	3.0142	3.0868	6.5458	9.007	2.9957	3.3083	2.9957	7.3942	7.5318	5.1866	4.8071	5.3652	5.8118	6.5012	3.5452	2.9957	4.0214	3.3	2.9957	7.1002	3.1294	4.8993	8.5241	8.5674	3.6677	8.7799	2.9957	3.6677	2.9957	3.2946	4.8488	3.6677	5.9288	2.9957	3.6677	2.9957	3.6677	2.9957	2.9957	4.8489	2.9957	2.9957	4.1034	6.0259	7.5851	3.2703	4.5602	4.5602	2.9957	8.178	3.8041	7.3423	3.0224	4.5285	3.0317	10.3446	4.8908	8.5608	3.3161	6.0719	4.0379	2.9957
Mid blastocyst cell (92-94h post-fertilization)	4.7368	6.5858	3.0368	7.3677	7.1662	6.7813	6.5417	6.5619	7.8395	3.01	7.6268	6.2833	3.1226	5.7393	3.4911	3.1491	7.0327	3.1744	5.7666	6.9354	5.6676	7.2816	7.703	4.037	3.7051	5.2461	6.936	5.8965	7.4009	5.8643	3.0106	8.4248	2.9957	4.4196	4.4374	10.6582	7.8696	7.0735	2.9957	3.6254	7.018	7.3287	6.8772	7.3105	3.996	8.0547	2.9957	2.9957	6.6244	3.0211	4.5163	6.387	6.2605	5.8706	8.0912	2.9957	3.4711	2.9957	2.9957	2.9957	3.0126	3.0238	5.9386	5.7834	8.2757	2.9957	2.9957	2.9957	3.2298	2.9957	7.979	5.7319	2.9957	3.0309	7.9785	7.4131	3.1996	6.9269	6.4545	7.9837	6.6575	2.9957	3.74	4.8714	7.1006	3.0281	2.9957	2.9957	7.4129	7.1674	6.5399	8.7173	7.5405	7.7161	2.9974	8.4603	5.7022	6.9621	4.2447	2.9957	2.9957	4.0188	5.8924	7.5107	3.5438	3.4671	7.2299	4.1765	4.7034	7.0956	3.1542	3.002	5.3281	7.5607	4.7702	3.3948	2.9972	2.9957	7.3421	6.826	2.9957	7.5101	6.1136	2.9957	4.1071	5.9204	4.495	7.0453	8.3526	5.6251	3.138	2.9957	6.3702	7.5714	5.1649	4.8939	6.8506	6.7983	7.4238	3.3466	3.0244	3.2298	3.1004	3.0108	7.0837	5.3736	6.7977	7.7735	7.8169	3.3321	9.0216	3.4315	3.3321	2.9957	3.0553	5.5669	3.3321	7.0156	3.1854	3.3321	5.236	3.3321	3.3145	2.9957	5.5671	2.9957	2.9957	6.013	5.3279	8.7364	6.4521	3.239	3.239	5.4546	8.3087	2.9971	7.8926	3.106	3.1967	3.0235	10.1257	4.4907	7.9578	3.134	3.6004	3.1533	4.6711
Mid blastocyst cell (92-94h post-fertilization)	5.2131	6.4987	6.9749	7.6161	6.8042	6.6669	6.3724	5.7522	7.729	3.0011	8.2113	6.5357	3.0148	5.9401	2.9957	2.9957	6.4893	3.9114	5.8896	6.6484	5.8424	6.4469	7.6526	3.349	3.0779	5.6027	6.2051	6.1673	6.84	6.6229	4.0621	7.9806	2.9957	5.0481	3.7646	10.3828	7.7926	6.5008	3.0066	4.552	6.5817	7.4054	7.9576	7.4777	4.3971	8.007	3.0073	3.0058	6.0644	3.0085	3.5243	5.7003	5.4257	5.9062	8.1219	2.9978	3.9133	3.0906	2.9957	3.0047	4.1021	3.0773	5.2018	6.093	8.1913	3.0167	2.9957	3.0218	3.197	2.9988	8.217	5.9434	2.9957	3.0298	8.1785	7.2566	3.0993	6.0567	4.531	7.7491	6.2509	3.0019	3.064	3.922	5.7198	2.9973	2.9959	2.9957	7.2051	6.7582	6.5969	8.6474	7.3602	7.9253	2.9977	8.5875	5.4813	6.7095	3.5713	2.9988	3.057	4.4062	5.2437	7.4484	6.3111	3.8278	7.2137	3.6577	5.0642	7.3092	3.4721	2.9957	2.9957	7.7685	5.2925	6.4037	3.465	3.016	7.4267	5.7286	2.9957	6.9918	5.6388	2.9997	5.1524	4.9561	4.2652	7.2734	8.3021	4.225	3.5753	2.9957	8.5759	7.2763	6.3165	5.967	7.0496	7.1481	7.3741	3.4622	3.0046	3.2521	3.3018	3.2622	7.0985	5.981	6.9943	8.3418	7.5991	3.2058	8.8754	2.9957	3.2058	2.9957	3.21	5.6202	3.2058	7.2008	2.9957	3.2058	5.126	3.2058	3.7395	2.9957	5.6203	3.0116	2.9957	4.4673	6.4098	8.9968	6.0625	3.6225	3.6225	3.8057	8.1083	4.9764	8.2732	6.6537	3.6808	3.2837	9.6857	3.722	7.9849	3.6315	4.5104	3.1381	4.6561
Mid blastocyst cell (92-94h post-fertilization)	4.377	5.3331	6.7876	7.2932	6.228	6.0679	5.4034	4.3288	7.8592	3.122	8.2821	5.9907	5.7788	5.5173	7.5874	3.0886	4.9597	3.4864	6.6084	7.3158	6.171	4.9609	6.2327	3.981	3.7302	3.5753	5.7858	6.6195	4.885	6.3641	3.882	6.4017	5.6496	5.709	4.7445	9.9484	8.3074	5.6126	2.9957	3.3474	5.7489	7.7462	5.121	7.7367	4.6815	7.6651	2.9957	2.9957	4.9699	3.512	4.7303	6.3906	4.0714	5.8178	8.1472	2.9957	6.032	3.0301	2.9957	2.9957	3.0048	3.1329	5.6825	4.9569	8.1547	3.574	3.6133	2.9957	4.0644	2.9957	8.1466	4.6958	2.9957	3.0372	8.1853	7.5832	3.2238	4.2962	3.979	8.1235	4.9079	2.9957	4.4801	2.9957	4.3158	3.002	2.9957	2.9957	7.139	7.041	6.0372	8.6326	7.7418	8.2743	2.9957	8.2103	6.4345	4.1828	5.4475	2.9957	2.9957	3.1822	4.631	7.3706	4.8075	3.5594	7.4194	3.2139	5.9584	7.4341	3.1764	2.9957	3.1461	7.2595	3.5464	4.7611	3.1198	2.9957	6.9856	5.8191	3.3076	4.7231	5.913	3.9177	5.3033	2.9957	3.0542	7.449	8.5048	2.9957	4.0699	2.9957	7.9943	7.6242	6.5051	6.2726	6.7514	7.1233	7.1462	3.3197	2.9957	3.0902	3.0526	2.9986	7.1365	6.7381	6.6628	7.7906	7.7805	3.3188	8.7449	2.9957	3.3188	2.9957	3.1018	5.9265	3.3188	5.4019	2.9957	3.3188	3.4064	3.3188	2.9957	3.0489	5.9267	2.9957	3.5226	3.9176	6.5765	8.4875	4.0863	3.371	3.371	2.9957	8.1607	2.997	7.968	4.9041	3.2342	3.0478	9.1443	3.9664	8.2251	3.1865	4.8448	3.5351	3.0277
Mid blastocyst cell (92-94h post-fertilization)	4.8456	5.9657	5.8937	7.4089	5.7914	6.5358	5.4646	4.7683	7.9769	2.9986	8.2908	5.7457	6.0864	5.8275	7.4899	3.3006	5.2248	3.9549	6.6008	6.9253	6.4854	5.8098	6.4663	3.4552	3.0998	3.1751	5.3439	5.9661	4.5047	5.7842	2.9957	6.4122	2.9957	5.4465	5.0798	9.9125	7.981	5.0065	2.9957	4.355	6.3957	7.6239	5.167	7.6183	5.0982	7.4519	2.9957	2.9957	5.035	2.9957	4.9599	5.7143	4.6932	6.1645	8.4883	2.9957	4.8814	3.0168	2.9957	2.9983	3.3178	3.4121	5.4891	4.755	8.1621	2.9957	2.9957	2.9957	3.0364	2.9957	7.9512	5.3701	2.9957	3.047	7.2159	7.6649	3.0224	5.4408	2.9957	8.3293	5.2918	2.9957	4.1994	3.008	4.1668	2.9968	2.9957	2.9957	7.5023	6.6968	6.3178	8.4707	7.7036	8.0461	2.9957	7.8468	6.4212	5.3486	5.5332	2.9957	2.9957	3.1382	4.8896	7.5487	6.0765	4.5673	7.523	3.1629	5.6897	6.87	2.9957	2.9957	3.0084	7.2793	6.3425	6.5387	3.064	2.9957	6.5715	5.6295	2.9957	4.8726	5.696	2.9957	4.7177	4.3733	3.4558	5.7732	8.2786	4.6552	3.325	2.9957	7.9269	7.8309	6.1294	5.7475	7.1422	7.3201	7.36	3.1059	2.9957	2.9957	3.1695	2.9957	7.2451	6.045	6.7626	8.2616	8.044	2.9957	8.742	2.9957	2.9957	2.9957	3.0315	5.3524	2.9957	5.3924	4.532	2.9957	3.7948	2.9957	2.9957	4.154	5.3526	2.9957	2.9957	4.7858	6.1285	8.5687	5.0953	3.8576	3.8576	2.9957	8.2178	4.0935	8.0813	4.7332	3.4217	3.0412	9.5974	3.4246	8.2482	3.1023	4.532	2.9957	3.5202
Mid blastocyst cell (92-94h post-fertilization)	5.1319	6.8004	3.074	7.4151	7.0992	6.0984	6.7006	5.7261	7.7358	2.9957	7.2628	6.3175	3.2963	5.981	3.0985	3.2314	6.6254	3.9358	5.5896	6.7809	5.0194	7.253	7.3949	3.0289	3.6016	5.0557	6.8457	5.3474	6.9162	5.7335	4.3474	8.5994	3.6418	3.0104	3.9592	10.7103	8.1424	7.3138	2.9957	4.2851	6.6816	7.4442	7.5449	7.4754	4.464	8.0744	2.9957	2.9957	6.0325	2.9957	4.8633	6.6049	5.745	5.8261	7.867	2.9957	4.1693	3.0046	2.9957	2.9957	3.0142	3.064	6.34	5.6021	8.0166	2.9957	3.0051	2.9957	3.7832	2.9957	7.8959	5.9679	2.9957	3.2018	8.4569	7.2782	3.1127	6.6267	6.7128	7.7839	6.5857	2.9957	4.5512	4.008	6.3911	2.9964	2.9957	2.9957	6.9651	6.9632	6.5692	8.6135	7.3251	7.9804	2.9957	8.0824	5.813	6.3162	5.1883	2.9957	2.9957	3.1215	5.8525	6.9997	5.7859	2.9957	7.0274	3.2207	4.7921	7.3433	3.5288	2.9957	6.5912	7.5527	4.5452	5.2385	3.0454	2.9957	7.3128	6.8813	2.9957	7.2963	6.1668	2.9957	4.4601	5.1472	3.1056	7.1153	8.2148	6.5271	3.961	2.9957	7.358	7.5591	5.819	5.5268	7.073	6.7072	7.7838	3.2362	3.0162	2.9957	3.2564	3.4086	6.2483	5.9716	7.0019	8.0396	7.4444	3.0664	8.6186	3.1672	3.0664	2.9957	3.0624	5.8062	3.0664	6.3663	4.2347	3.0664	4.1519	3.0664	2.9957	2.9957	5.8062	2.9957	3.4003	6.1757	5.8929	8.7586	5.9781	3.57	3.57	2.9957	8.1487	3.0107	7.4795	3.0197	3.7616	3.4754	9.3747	2.9957	7.93	3.8605	5.2458	3.0411	4.4814
Mid blastocyst cell (92-94h post-fertilization)	4.7379	7.1824	3.0748	7.6266	7.1764	6.8452	6.5987	6.2869	7.5358	2.9957	8.1295	6.317	4.1664	5.676	3.0271	3.1986	6.8555	3.3968	5.9289	6.6007	4.6177	7.2738	7.3274	3.8649	3.1363	4.8448	6.8139	4.6005	7.2097	5.7334	3.9925	8.6662	2.9957	3.0038	4.9737	10.9923	7.9775	7.1064	2.9957	3.339	6.9298	7.2847	7.4393	6.8923	4.4016	8.0126	2.9957	3.4156	6.1168	3.0225	4.0327	6.6604	6.3041	5.3722	7.8377	2.9957	3.6797	2.9957	2.9957	2.9957	2.9957	3.1819	5.1139	6.2284	8.1703	2.9957	3.2308	2.9957	3.3358	2.9957	7.7273	6.1204	2.9957	3.0044	8.0668	7.2929	3.1155	6.621	5.7084	7.812	6.257	2.9957	3.0273	5.4369	6.4115	2.9965	2.9957	2.9957	6.938	7.2153	6.291	8.6515	7.403	7.2765	2.9957	8.8767	5.3788	7.1074	3.7798	2.9957	2.9957	3.8882	6.0998	7.1234	5.5468	2.9957	6.9905	4.5728	4.4708	7.1429	3.1247	2.9957	4.9733	8.0062	5.0296	5.2666	4.0342	2.9957	7.54	6.3794	2.9957	7.5283	6.2528	2.9957	4.7636	6.567	5.0521	7.2897	8.0435	6.1698	3.227	2.9957	8.7671	7.4353	5.4956	5.3607	6.9982	6.682	7.6831	3.3797	2.9957	3.0404	3.0289	3.7519	7.0159	6.118	6.7095	7.4225	7.5832	3.1052	8.6676	3.1188	3.1052	2.9957	3.009	5.9607	3.1052	6.8351	2.9957	3.1052	5.2288	3.1052	3.2832	2.9957	5.9609	2.9957	4.1286	5.1789	5.6999	8.8189	5.8466	2.9957	2.9957	5.9482	8.1355	5.526	7.7211	7.0387	3.1196	3.0082	9.7972	4.0368	7.7801	3.4555	3.4772	3.091	4.4355
Mid blastocyst cell (92-94h post-fertilization)	4.7338	5.6274	6.6066	7.5879	6.7698	6.5167	6.1958	5.8205	7.7161	3.0029	7.8017	6.3398	4.1878	5.3682	4.9113	3.0073	6.0205	3.7692	6.5049	6.9859	6.3005	5.6126	7.3478	3.7385	3.0703	3.8441	5.9425	5.813	6.6538	6.3903	2.9995	8.046	2.9957	5.438	4.2676	10.7015	8.2541	6.5782	2.9957	3.9852	6.6445	7.4749	5.7592	7.4831	4.1569	8.1931	2.9957	2.9994	6.3991	2.9957	3.6859	6.4579	4.7441	5.5318	8.0265	2.9957	3.964	2.9957	2.9957	2.9957	3.7959	3.016	4.4632	5.8404	8.0573	2.9957	2.9957	2.9957	3.4661	2.9957	8.167	4.5693	2.9957	2.9957	8.1202	7.6342	3.0736	5.9012	4.6756	8.0815	6.2996	2.9957	4.4245	3.1144	5.8266	3.0012	2.9957	2.9957	7.254	7.2378	6.498	8.6201	7.57	7.8989	2.9957	7.8789	6.4006	5.681	4.4924	2.9957	2.9957	3.1439	5.1769	7.1597	5.7913	2.9957	7.1701	3.1036	5.7051	7.4959	2.9957	2.9957	4.3332	7.9178	3.8332	6.1091	3.079	2.9957	6.9484	6.5376	2.9957	7.0495	6.019	3.6799	5.025	3.7654	3.6886	7.1295	8.5538	4.2755	3.2251	2.9957	7.5346	7.7412	6.2778	6.0165	5.9637	6.9125	7.9123	3.131	3.005	2.9957	3.2239	2.9957	7.0141	6.2946	6.758	7.5355	7.8463	3.3307	8.8091	2.9957	3.3307	2.9957	3.0552	5.6308	3.3307	3.9008	2.9957	3.3307	4.2237	3.3307	2.9957	2.9957	5.6308	2.9957	2.9957	4.9777	6.3176	8.8325	3.9715	3.8109	3.8109	2.9957	8.2905	4.2346	7.348	3.5528	3.2577	3.0123	9.4714	3.5073	8.0911	3.0643	4.3414	3.0145	3.3853
Mid blastocyst cell (92-94h post-fertilization)	3.0125	5.7574	6.4945	7.0736	6.1164	6.4368	5.3208	4.148	7.8174	3.0954	8.3404	5.1286	5.4557	5.3665	7.4504	3.1156	4.673	3.5052	7.1432	7.1961	6.1213	4.418	6.4423	3.7654	3.1223	3.1651	5.6451	6.5161	4.9654	6.3952	3.0738	6.088	2.9957	5.7299	4.1457	10.2422	8.0375	4.7705	2.9957	3.7831	5.6108	7.7055	5.6001	7.6038	4.8351	7.6233	2.9957	2.9957	5.1339	2.9957	4.6568	6.3673	3.8536	6.246	8.2352	2.9957	5.824	3.0366	2.9957	2.9957	3.0308	3.0647	4.914	4.7336	8.0985	2.9957	2.9957	2.9957	3.3893	2.9957	8.1651	5.7196	2.9957	2.9957	7.9282	7.6313	3.271	4.2489	4.2389	8.1461	5.2801	2.9957	4.1507	3.5084	3.4129	3.0038	2.9957	2.9957	7.2853	6.9261	6.0096	8.744	7.5878	8.0313	2.9957	7.4191	6.8525	4.6181	5.5086	2.9957	2.9957	2.9957	3.7005	7.322	6.41	2.9957	7.288	3.342	5.5941	7.1688	2.9957	4.4489	3.0255	7.1966	4.5632	6.796	3.0427	2.9957	6.7327	6.242	2.9957	5.3641	6.2087	4.6229	5.2521	4.1761	3.2581	7.4781	8.3391	3.7643	3.4775	2.9957	8.3447	7.8297	6.7154	6.5536	7.4613	7.0032	7.2811	3.3237	3.0033	3.1976	3.3075	3.1381	7.1084	6.671	6.5705	8.5003	8.003	2.9957	8.5357	2.9957	2.9957	2.9957	3.1305	5.6528	2.9957	5.6975	2.9957	2.9957	2.9957	2.9957	2.9957	4.2981	5.6529	2.9957	2.9957	4.6686	6.8671	8.5996	5.0751	3.6093	3.6093	3.7909	8.004	2.9961	8.0065	3.2417	3.507	3.0462	9.2747	3.5651	8.1741	3.41	4.6731	3.1728	2.9957
