label	ENSMUSG00000000301.16	ENSMUSG00000003051.13	ENSMUSG00000004359.16	ENSMUSG00000004610.4	ENSMUSG00000005054.6	ENSMUSG00000006056.13	ENSMUSG00000006356.10	ENSMUSG00000006360.11	ENSMUSG00000008668.14	ENSMUSG00000014503.14	ENSMUSG00000015656.16	ENSMUSG00000017009.3	ENSMUSG00000018593.12	ENSMUSG00000019139.9	ENSMUSG00000020407.13	ENSMUSG00000020633.13	ENSMUSG00000020644.8	ENSMUSG00000021395.10	ENSMUSG00000021456.7	ENSMUSG00000021520.4	ENSMUSG00000021591.7	ENSMUSG00000023043.6	ENSMUSG00000025351.13	ENSMUSG00000025815.13	ENSMUSG00000026031.15	ENSMUSG00000026246.12	ENSMUSG00000026547.15	ENSMUSG00000027533.10	ENSMUSG00000027907.4	ENSMUSG00000028494.12	ENSMUSG00000028617.10	ENSMUSG00000028773.8	ENSMUSG00000029223.12	ENSMUSG00000029304.14	ENSMUSG00000029394.11	ENSMUSG00000029580.14	ENSMUSG00000029614.13	ENSMUSG00000029762.6	ENSMUSG00000030246.11	ENSMUSG00000030532.6	ENSMUSG00000030672.12	ENSMUSG00000030744.13	ENSMUSG00000031765.7	ENSMUSG00000031812.16	ENSMUSG00000031843.1	ENSMUSG00000031950.7	ENSMUSG00000032056.9	ENSMUSG00000032191.5	ENSMUSG00000032348.5	ENSMUSG00000032623.9	ENSMUSG00000032788.14	ENSMUSG00000033213.16	ENSMUSG00000034127.14	ENSMUSG00000034391.10	ENSMUSG00000034892.8	ENSMUSG00000035191.15	ENSMUSG00000036036.15	ENSMUSG00000038217.13	ENSMUSG00000038750.12	ENSMUSG00000038925.12	ENSMUSG00000039103.12	ENSMUSG00000039307.16	ENSMUSG00000039382.12	ENSMUSG00000040413.15	ENSMUSG00000040952.16	ENSMUSG00000041359.14	ENSMUSG00000041583.8	ENSMUSG00000041857.10	ENSMUSG00000041966.18	ENSMUSG00000041995.7	ENSMUSG00000043716.13	ENSMUSG00000044712.15	ENSMUSG00000045104.8	ENSMUSG00000045291.8	ENSMUSG00000046323.8	ENSMUSG00000047215.14	ENSMUSG00000048108.13	ENSMUSG00000049382.9	ENSMUSG00000049775.16	ENSMUSG00000050621.6	ENSMUSG00000050737.13	ENSMUSG00000050810.8	ENSMUSG00000051159.16	ENSMUSG00000052477.15	ENSMUSG00000053964.17	ENSMUSG00000053965.10	ENSMUSG00000054310.16	ENSMUSG00000055933.13	ENSMUSG00000057657.3	ENSMUSG00000057666.18	ENSMUSG00000060143.6	ENSMUSG00000060461.5	ENSMUSG00000061787.15	ENSMUSG00000062081.6	ENSMUSG00000062275.7	ENSMUSG00000062825.15	ENSMUSG00000062867.13	ENSMUSG00000064010.12	ENSMUSG00000065353.1	ENSMUSG00000066359.5	ENSMUSG00000066463.12	ENSMUSG00000066478.3	ENSMUSG00000068220.5	ENSMUSG00000069117.3	ENSMUSG00000069324.5	ENSMUSG00000069678.10	ENSMUSG00000069682.5	ENSMUSG00000070034.13	ENSMUSG00000071041.4	ENSMUSG00000071644.10	ENSMUSG00000073294.4	ENSMUSG00000073628.5	ENSMUSG00000074207.10	ENSMUSG00000074365.13	ENSMUSG00000074501.5	ENSMUSG00000074768.5	ENSMUSG00000074783.10	ENSMUSG00000075023.11	ENSMUSG00000075706.10	ENSMUSG00000076441.9	ENSMUSG00000076937.3	ENSMUSG00000078238.4	ENSMUSG00000078636.4	ENSMUSG00000079042.9	ENSMUSG00000079162.8	ENSMUSG00000079192.2	ENSMUSG00000079808.3	ENSMUSG00000080241.3	ENSMUSG00000080921.4	ENSMUSG00000080970.1	ENSMUSG00000081249.3	ENSMUSG00000081586.3	ENSMUSG00000081766.3	ENSMUSG00000082475.1	ENSMUSG00000083068.1	ENSMUSG00000083410.1	ENSMUSG00000084034.1	ENSMUSG00000084349.3	ENSMUSG00000084353.1	ENSMUSG00000084824.1	ENSMUSG00000085079.3	ENSMUSG00000085973.1	ENSMUSG00000086130.1	ENSMUSG00000089716.7	ENSMUSG00000090467.3	ENSMUSG00000090693.3	ENSMUSG00000091269.1	ENSMUSG00000092341.2	ENSMUSG00000092358.1	ENSMUSG00000092806.2	ENSMUSG00000093674.7	ENSMUSG00000094005.1	ENSMUSG00000094041.1	ENSMUSG00000094467.1	ENSMUSG00000094484.2	ENSMUSG00000094708.1	ENSMUSG00000094807.2	ENSMUSG00000095136.1	ENSMUSG00000095291.1	ENSMUSG00000095434.1	ENSMUSG00000095672.1	ENSMUSG00000095674.1	ENSMUSG00000095680.1	ENSMUSG00000095799.1	ENSMUSG00000095937.1	ENSMUSG00000096276.8	ENSMUSG00000096363.1	ENSMUSG00000096483.1	ENSMUSG00000096528.1	ENSMUSG00000096544.2	ENSMUSG00000096745.1	ENSMUSG00000099021.1	ENSMUSG00000099250.1	ENSMUSG00000099693.1	ENSMUSG00000100755.1	ENSMUSG00000100862.1	ENSMUSG00000101878.1	ENSMUSG00000102070.1	ENSMUSG00000102917.1	ENSMUSG00000103998.1	ENSMUSG00000105361.1	ENSMUSG00000105880.1	ENSMUSG00000106037.1	ENSMUSG00000106634.1	ENSMUSG00000107521.1	ENSMUSG00000108473.1	ENSMUSG00000108980.1
8-cell stage blastomere	7.5607	3.4372	5.3545	5.3911	6.0457	6.1407	5.7961	4.6951	7.565	3.0351	7.3675	3.0254	3.018	6.9488	3.1756	4.6928	2.9957	3.6038	5.2345	6.6546	2.9957	2.9957	6.9944	6.8932	3.4414	6.7489	3.5128	3.9988	2.9957	3.4083	5.7247	4.2189	3.2379	2.9957	5.5606	9.3246	8.7849	3.0068	3.1387	4.7865	6.4585	7.7567	8.0583	8.1477	4.602	7.7651	3.0848	2.9957	3.0127	3.404	6.0537	3.6697	2.9957	7.5577	8.1229	2.9957	3.0205	3.5288	4.3232	3.018	4.5706	3.7607	6.6709	7.1129	8.3888	3.0074	5.0282	3.1024	5.3934	3.3024	8.3595	7.4938	2.9957	3.0273	8.0685	7.7021	5.2224	3.3847	3.0214	8.1664	4.4824	3.056	6.7324	6.3832	2.9957	3.5592	3.0209	3.1232	7.4284	3.4732	7.997	8.5102	7.9401	8.7158	3.0823	5.5376	8.5152	2.9957	6.1382	3.0411	3.7937	7.3916	3.3237	7.768	6.1864	4.3174	7.5649	5.597	6.8465	6.6468	3.221	5.7667	2.9957	7.8764	5.8033	6.3583	5.0943	3.6808	5.9723	4.8203	2.9957	2.9957	3.0189	3.0843	6.1399	6.6181	5.7637	7.4598	8.4115	2.9957	8.2195	4.3058	7.3869	8.2933	6.7879	6.1687	9.0664	7.2621	8.97	5.8103	3.1296	4.4345	4.0321	3.4582	6.6175	6.635	5.0391	5.1088	8.1845	4.1984	9.448	4.4956	4.1984	4.9484	3.5263	2.9957	4.1984	7.4288	5.6406	4.1984	6.1027	4.1984	5.8544	4.22	2.9957	3.1213	5.5836	7.7299	6.8167	9.0896	6.5906	3.8478	3.8478	7.2224	8.3179	3.358	6.9509	3.0337	5.0525	3.7265	10.8217	6.7303	8.2181	4.7344	4.4402	5.1891	7.0923
8-cell stage blastomere	7.5966	3.6146	5.7357	5.9817	5.7139	5.6664	5.8017	4.2751	7.4302	3.1213	8.0458	3.5491	2.9957	6.9841	2.9957	4.2965	2.9957	3.3898	5.5763	6.5709	2.9957	3.3264	7.0127	6.1967	3.4231	7.4084	4.6031	4.1823	4.0622	3.8909	5.1978	4.9785	3.0543	2.9957	5.9223	8.9639	8.4013	3.0549	3.8618	4.6765	6.7043	7.7126	8.189	8.3767	4.587	7.3034	3.205	2.9957	2.9957	3.0212	6.6399	4.242	2.9957	7.3455	8.3599	2.9957	3.1104	3.331	4.0005	3.016	3.2666	3.8149	6.7835	7.441	8.4076	3.0636	5.9751	2.9957	5.2178	3.3916	8.1499	7.395	4.2115	2.9957	8.253	7.7479	4.8973	3.297	2.9957	8.2244	5.9936	3.077	7.0396	5.9624	2.9957	3.3126	3.0842	3.0704	7.1679	3.2959	8.0737	8.326	7.8427	9.0675	3.2011	6.2703	8.2995	2.9957	6.6268	3.1508	3.5066	7.6462	2.9957	7.9593	6.164	4.5879	7.5048	5.5497	6.8065	6.6244	3.7054	5.6267	2.9957	7.7182	6.617	6.1694	4.8011	3.1912	6.7729	4.3753	2.9957	4.1129	2.9957	3.3883	6	6.1851	5.8691	8.0518	8.5577	2.9957	8.6421	3.3446	6.9842	7.8698	6.779	6.1811	9.0262	7.2727	8.6305	5.4903	3.2729	4.0461	3.8852	4.0896	7.4941	6.4131	5.8429	4.5679	7.778	3.5035	9.524	5.613	3.5035	2.9957	3.3679	2.9957	3.5035	8.0444	5.9303	3.5035	5.8501	3.5035	6.4451	3.4106	2.9957	3.1153	5.4704	7.6259	6.4461	9.1319	7.1688	3.5151	3.5151	7.4529	8.2689	2.9967	7.5676	6.3951	4.4422	3.4916	10.9522	6.6652	8.0874	4.2184	4.7185	4.1319	7.2189
8-cell stage blastomere	7.3546	4.6097	6.4336	5.7485	6.268	5.6563	6.0361	4.1248	7.4632	3.1871	7.7768	4.4424	2.9957	6.7064	2.9957	4.6823	2.9957	3.6778	5.8116	6.8909	3.4831	3.916	6.8699	6.5724	4.1117	7.0077	4.2771	4.2339	4.3723	3.0312	4.6334	5.3673	4.3121	2.9957	5.7573	9.5617	8.4772	4.1555	3.0302	4.4691	6.4045	7.73	8.0648	8.4223	4.3749	7.5219	3.0903	3.0018	3.192	2.998	6.691	3.5072	2.9957	7.5091	8.188	2.9957	3.7463	3.4132	3.0075	2.9957	3.8108	3.3466	6.5363	7.4623	8.2971	3.0579	6.1387	3.0017	4.808	3.0599	8.2463	7.2822	3.0332	3.0123	8.4558	7.5967	5.1329	3.472	2.9957	8.2481	5.3151	3.0081	6.4718	6.1067	3.8144	3.0321	2.9957	2.9957	7.1703	3.3013	7.8918	8.4019	7.9198	8.9325	3.1205	6.1208	8.4043	2.9957	5.66	2.9957	2.9957	7.6473	3.3009	7.6032	6.1373	4.7728	7.4665	5.8743	7.0828	6.4418	3.3508	6.1196	2.9957	7.7477	6.9304	6.3356	4.9518	3.0038	6.7036	4.9214	2.9957	4.4982	3.0302	3.001	6.5413	6.6437	5.9628	7.7209	8.3007	3.803	8.4526	4.4833	7.6003	8.0241	6.6432	5.9666	8.9851	7.1648	8.8466	5.9262	3.1725	4.4173	3.7299	3.6035	6.8825	6.801	5.3152	4.8454	8.0386	3.4823	9.405	5.4814	3.4823	3.1178	3.2835	2.9957	3.4823	7.559	6.2081	3.4823	5.7131	3.4823	5.2357	3.0608	2.9957	3.1293	5.8101	7.7005	6.5213	8.7858	6.733	3.4977	3.4977	7.672	8.2279	2.9959	7.0655	2.9975	4.5989	3.7961	10.8344	6.6454	8.2758	4.1328	4.7027	4.4993	6.8619
8-cell stage blastomere	7.7463	4.0478	5.5264	6.0965	6.0475	5.6107	6.1835	3.0505	7.5218	3.121	8.0369	4.647	3.0113	6.8439	2.9957	3.8534	2.9957	3.3551	5.1092	6.5329	2.9957	3.8352	7.6367	5.9599	3.2646	7.4185	4.0433	3.8815	3.9471	4.3001	5.591	5.2037	2.9957	2.9957	6.3915	9.4064	8.5142	3.3303	3.1426	4.9217	6.1987	7.6998	8.1632	8.2907	4.6601	7.3848	3.0096	3.0022	3.0161	2.9957	6.47	3.796	3.0327	7.2155	8.1791	2.9975	3.7251	3.6108	3.0041	2.9957	3.9976	3.599	7.1584	7.6879	8.4599	3.4976	6.1867	3.1811	4.7688	3.3163	8.1196	7.5889	3.0185	3.0245	8.2511	7.6879	4.5249	3.7175	3.6596	8.2536	4.9906	2.9997	6.6326	5.8808	2.9957	2.9986	2.9957	2.9957	7.4057	2.9976	8.096	8.4088	7.8664	8.8603	2.9957	6.4721	8.402	2.9957	6.5112	3.05	2.9957	7.4613	2.9957	7.8021	6.3141	4.4048	7.4078	5.6479	7.2139	6.7341	2.9984	5.7982	2.9957	7.666	6.6099	6.5381	4.8818	2.9957	6.9693	4.2399	2.9957	4.138	3.6234	3.0014	6.4479	6.4835	5.7751	7.7774	8.4096	2.9957	8.6171	4.7529	7.492	7.8608	6.7672	6.2166	8.9434	7.2585	8.9481	5.0896	3.0514	3.8837	3.7561	3.8748	7.3229	6.6202	4.8639	5.3139	7.9626	3.4826	9.522	4.7727	3.4826	3.6763	3.3136	2.9957	3.4826	7.7064	6.5005	3.4826	5.3641	3.4826	6.3077	2.9957	2.9957	3.2441	5.4514	7.7701	6.5908	8.7877	6.223	3.4984	3.4984	7.0299	8.2587	3.8552	7.5502	6.3529	4.3056	3.5192	10.7735	6.1951	8.2654	4.0835	4.5693	3.9543	7.0729
8-cell stage blastomere	7.4131	3.5793	5.6153	6.0503	6.0281	6.2474	5.8259	3.0051	7.5367	2.9957	7.7391	4.695	3	6.3913	2.9995	4.1869	2.9957	3.7462	5.0861	6.8251	3.0951	2.9957	7.4347	6.0803	3.2029	7.3235	2.9992	3.9468	3.8818	3.5233	5.0751	4.6618	3.2523	2.9957	5.9642	9.3166	8.408	3.4069	4.0798	3.8561	6.1697	7.8887	7.9538	8.2342	4.4545	7.3913	2.9957	3.3789	3.0018	2.9957	6.1534	4.2254	3.1133	7.5666	8.0616	2.9994	3.3161	3.2128	3.4331	2.9957	4.3303	3.2602	6.5378	7.2906	8.3747	2.9957	5.8937	2.9957	4.4086	3.0665	8.2701	7.41	4.4459	2.9957	8.3348	7.836	4.5556	2.9957	2.9957	8.4141	4.8541	2.9985	5.8174	5.7246	2.9957	2.9957	2.9957	3.0385	7.4189	3.4142	7.8515	8.432	8.0256	8.6427	2.9975	5.9413	8.4133	3.0286	6.3797	2.9957	3.1818	7.3612	2.9957	7.5148	6.3533	4.5145	7.3977	5.5355	7.187	6.5097	3.2433	5.6938	2.9957	7.7354	6.6427	6.5811	4.862	2.9957	6.4653	4.4597	2.9957	3.8999	3.1898	2.9981	6.0623	6.5195	5.6376	7.7211	8.6063	2.9957	8.2118	4.5873	6.948	8.0744	6.7214	6.2037	8.917	7.2572	8.6031	5.3166	3.064	3.2834	3.5291	3.4542	7.0886	6.5765	4.9712	4.6189	8.078	3.6536	9.4757	5.8454	3.6536	3.3345	3.1285	2.9957	3.6536	6.8971	6.3508	3.6536	5.1163	3.6536	6.1996	2.9957	2.9957	2.9957	4.2854	7.6589	6.7205	8.752	6.3022	3.39	3.39	7.4774	8.3399	3.4684	6.8694	3.3187	4.1192	3.3624	10.7897	5.9344	8.3141	3.9153	4.3697	3.983	6.4427
8-cell stage blastomere	6.9986	2.9985	3.9408	5.8994	6.0648	6.2465	4.3946	3.0512	7.3219	2.9957	8.0126	3.7849	3.0139	6.6023	2.9957	3.9456	2.9957	3.2743	5.6059	6.6948	2.9957	2.9977	7.5773	6.0275	3.2159	6.5489	5.7475	3.3547	4.9154	2.9957	6.1734	5.611	3.7299	2.9957	6.555	9.5639	8.4383	3.192	3.1377	4.8298	7.2379	7.6234	6.7321	8.1372	3.5406	7.4551	2.9957	2.9957	3.8284	2.9957	5.8113	3.4417	3.3989	7.3202	8.101	2.9957	3.4877	3.4624	2.9957	3.0114	3.1337	3.8703	6.2137	7.1997	8.3529	3.0225	6.63	2.9957	5.0172	3.008	8.1529	7.7442	3.1692	3.0572	8.8465	7.5707	4.4823	2.9957	2.9957	8.3484	6.1984	2.9957	7.3045	6.6079	2.9957	3.4562	2.9957	3.3733	7.1434	5.1648	8.1097	8.5314	7.608	8.742	3.0149	6.8584	8.5871	2.9957	5.5744	3.0013	3.0642	6.4452	3.208	7.2506	6.0062	5.3238	7.0633	6.4034	7.2544	6.6338	2.9957	5.626	2.9957	7.4083	6.6021	6.2561	4.1245	3.0972	6.9398	3.8316	2.9957	5.0213	4.44	2.9957	6.7987	7.2785	6.3137	8.0326	8.3209	2.9957	8.1526	2.9957	6.6809	7.7838	6.9485	6.4676	9.4312	6.9321	8.3958	4.8721	3.0238	3.8901	4.4978	4.2399	6.8637	6.9385	3.9397	6.8286	7.8695	3.8423	9.8408	6.4235	3.8423	2.9957	3.2885	2.9957	3.8423	8.2518	7.1007	3.8423	6.946	3.8423	6.5497	3.0997	2.9957	3.4231	6.7926	8.1341	6.941	9.2181	7.3688	3.6029	3.6029	7.379	8.4083	3.9654	7.3738	6.0387	4.9953	3.8987	10.259	6.3532	7.8868	4.3076	5.4114	4.6649	7.1074
8-cell stage blastomere	6.3204	3.0387	5.9758	5.5974	6.0861	5.9176	4.3657	2.9957	7.4225	3.4317	7.7598	3.4508	3.5418	6.7375	4.134	4.6749	3.2253	3.2525	4.9123	6.2015	2.9957	2.9976	7.2302	6.9111	3.4027	6.4371	4.4375	2.9978	4.0785	3.0345	5.653	5.955	5.948	2.9957	6.7997	9.5478	8.5727	2.9957	4.0681	5.1251	6.824	7.3728	6.3986	7.8874	3.6147	7.4168	2.9977	3.0801	2.9957	2.9957	6.6319	4.2824	2.9957	7.2645	8.2016	3.1072	3.0186	3.8734	2.9957	2.9957	3.9071	3.8933	6.7265	7.2851	8.2204	2.9957	6.6084	2.9957	5.428	3.1621	8.1901	8.0487	4.5815	3.6705	8.8587	7.6033	5.4612	3.4623	3.0072	8.4007	5.4765	3.1076	6.8765	5.7941	2.9957	2.9961	2.9957	2.9957	7.0296	4.4289	8.1611	8.3237	7.8965	8.4297	3.0428	6.4261	8.4023	2.9957	4.3539	2.9957	3.9192	6.6004	3.8399	6.9082	6.0873	4.3925	7.2853	6.2184	7.0532	6.4452	3.3435	5.1685	2.9957	7.6585	6.6773	6.4441	5.2706	3.1006	6.9172	4.5408	2.9957	4.5781	3.8999	3.344	6.4928	6.5549	5.6996	7.7589	8.2218	2.9957	7.6373	2.9957	6.3281	8.0729	6.9257	6.4481	9.2912	6.5653	8.5336	5.8588	3.0272	4.4388	4.4279	4.5797	6.4802	6.9767	5.0936	6.6732	8.0192	3.9494	9.7826	5.8835	3.9494	3.3141	3.5257	2.9957	3.9494	7.905	6.7685	3.9494	6.5907	3.9482	6.4945	2.9957	2.9957	3.0816	6.4604	7.9835	7.085	9.0678	6.8885	3.4679	3.4679	6.8934	8.1367	3.0077	6.1914	3.1071	5.3368	3.7366	10.1703	6.9614	8.0904	4.6593	6.0235	6.1324	7.2908
8-cell stage blastomere	6.9304	3.7385	4.4402	5.6682	6.3581	6.0849	4.1939	3.0794	7.2717	2.9968	7.9915	3.7437	3.0132	6.9431	2.9957	3.8399	2.9957	3.4685	5.7413	6.2975	2.9957	3.0009	7.3473	6.006	3.3501	6.8414	5.7021	5.8884	4.8334	2.997	5.7013	6.9842	4.595	2.9957	5.8596	9.4818	8.3056	3.2149	2.9993	4.7482	6.2362	7.8458	7.0439	8.0063	2.9957	7.325	2.9957	3.0794	2.9985	3.0003	6.9686	4.1398	2.9957	6.9472	7.2889	2.9957	4.4202	3.451	4.2137	2.9957	4.2265	3.6108	5.9336	7.328	8.5599	3.0126	6.3392	2.9957	4.9551	3.1305	8.101	7.8582	3.033	3.7857	9.113	7.9025	4.5359	3.3166	2.9957	7.9347	6.2745	2.9957	6.9221	6.2037	2.9957	3.4628	2.9957	2.9957	6.7823	5.1676	8.2457	8.5997	7.3872	8.6427	3.403	6.2089	8.2606	2.9957	5.5901	2.9957	3.2423	6.801	2.9957	7.1248	6.4506	4.6919	7.0682	5.953	7.2809	6.7854	3.1555	5.1236	2.9957	7.6958	6.5486	6.6565	4.3883	2.9957	7.0319	3.8265	2.9957	5.2718	4.3498	3.5641	7.0681	6.9052	5.779	8.0629	7.6958	2.9957	8.1638	3.0071	7.4448	8.0873	7.2259	6.8387	9.271	6.9286	8.5945	4.9129	3.3845	3.7784	4.3627	4.1608	6.5821	7.021	5.2688	6.4146	7.511	3.8662	9.8302	6.6648	3.8662	3.1224	3.1678	3.9821	3.8662	8.1067	6.9496	3.8662	6.2209	3.8599	6.654	2.9957	3.9823	3.0472	7.1006	8.2912	7.1991	9.2136	6.8797	3.3013	3.3013	6.7458	8.2067	7.6514	7.3316	7.5442	5.0476	3.8812	10.1203	6.4064	8.0434	4.5618	5.4661	5.2151	6.9583
8-cell stage blastomere	6.5285	4.6917	4.3633	6.372	6.4284	6.4715	5.0915	3.5447	7.4146	3.4216	8.0139	5.887	4.0393	6.898	2.9957	4.0952	2.9957	3.3425	5.1398	6.8596	2.9957	4.0334	7.4307	6.3016	3.3479	6.9449	5.9825	4.6428	5.0754	3.287	6.1931	7.0919	4.8136	2.9957	6.5429	9.7737	8.2013	3.6546	4.3149	5.2348	6.5085	7.6377	6.3503	8.1271	3.7232	7.4532	2.9957	2.9978	3.4428	3.0411	6.5805	3.9581	2.9957	6.7761	7.8734	3.1687	3.4889	3.4546	2.9957	2.9957	3.3295	4.1059	6.8981	7.4547	8.3238	2.9957	6.5445	2.9957	4.6136	3.068	8.105	7.5453	4.7136	3.5793	9.3912	7.4106	4.5885	3.7198	2.9957	8.3066	5.832	3.0277	6.6086	5.7668	2.9957	3.0037	3.0983	3.1596	6.9016	4.9532	7.8679	8.9342	7.5824	8.6704	3.1104	6.729	8.5309	3.2826	6.8136	3.0451	3.4503	6.8868	2.9957	7.0236	6.0504	5.0578	7.1136	5.8073	7.3468	6.5903	2.9957	3.5211	2.9957	7.5672	5.5097	6.5505	4.4954	2.9957	7.1361	5.1746	2.9957	5.2948	4.4055	3.0676	6.9848	6.4225	5.8547	8.5154	8.5868	2.9957	8.1598	3.8766	7.4903	7.5963	6.8106	6.4934	9.02	6.7238	8.591	5.1597	3.5373	3.747	4.3389	4.2414	7.1155	6.8875	4.5078	6.9672	7.844	4.1152	9.6942	6.0072	4.1152	3.4323	3.4603	3.2968	4.1152	8.3584	6.4874	4.1152	6.4293	4.1152	6.3346	2.9957	3.2968	3.4155	5.6673	8.0812	6.981	9.1197	7.323	3.5966	3.5966	7.2749	8.0444	3.601	6.6661	4.3788	5.4614	4.053	10.0883	6.3967	7.8164	4.4571	5.3854	5.2515	6.3012
8-cell stage blastomere	7.2414	3.3708	6.9619	5.879	6.4788	6.0089	4.9837	2.9957	7.5589	3.137	7.998	4.0772	3.0131	6.7044	3.0009	3.693	3.4593	3.3415	4.5896	6.768	2.9957	2.9984	7.6475	5.8125	3.4908	6.365	4.7712	3.4505	4.7535	3.0319	5.656	6.1531	5.2262	2.9957	7.1918	9.2263	8.4708	2.9957	4.0366	5.1702	6.6412	7.9097	8.2035	8.1094	3.7678	7.7668	2.9986	3.0825	3.2176	2.9957	6.9154	4.174	2.9957	6.8543	7.4874	3.021	3.0288	3.9931	3.0619	2.9957	3.1389	4.0955	6.2804	7.4312	8.2887	2.9957	6.5534	3.0065	4.1665	3.106	7.9522	7.9467	4.178	2.9957	9.1427	7.5953	4.1462	3.4804	2.9957	8.2825	5.5901	2.9957	7.3746	5.3269	2.9957	3.3893	3.0015	2.9957	7.136	5.3031	8.1685	8.5971	7.8932	8.7731	2.9982	6.9647	8.6786	2.9957	6.4005	2.9957	2.9957	6.3293	2.9957	7.1491	5.9736	5.3551	7.111	5.6597	7.4402	6.5965	2.9957	4.0422	2.9957	7.5936	6.0684	6.5107	4.496	3.0185	6.7534	4.7251	3.4617	5.2696	4.6849	2.9974	7.3631	6.599	5.8074	8.5432	7.8779	2.9957	8.477	2.9957	7.2476	7.9345	7.0849	6.629	9.3589	6.7498	9.0564	4.5941	3.0597	4.01	4.3019	4.3643	6.6666	7.3608	4.2582	6.8261	7.8446	3.667	9.8509	5.78	3.667	3.2053	3.3519	3.7118	3.667	7.7751	6.5424	3.667	5.2335	3.667	6.6025	3.0206	3.712	3.1821	4.4539	8.2514	7.0276	9.0527	6.6985	3.4463	3.4463	7.1181	8.1071	3.1903	6.7568	6.3841	5.0709	4.1149	10.0869	5.7771	7.8802	4.548	5.3055	4.3531	7.3294
8-cell stage blastomere	6.8289	2.9957	4.5424	6.0393	6.4994	5.2567	3.8423	2.9957	7.0334	2.9969	8.1408	4.3066	3.0017	6.5715	2.9957	4.118	2.9957	3.855	5.4353	6.6157	2.9957	3.7105	7.1952	6.2813	3.2194	6.782	5.4875	3.9519	4.202	2.9957	5.2939	6.5857	6.3166	2.9957	6.1112	9.4857	8.3894	3.6602	3.0347	5.023	6.4536	7.6735	7.5027	8.2524	3.3734	7.2866	3.0042	2.9957	3.7849	3.7281	6.8357	3.7841	3.0874	7.2592	7.6253	3.2596	3.0153	3.6818	3.0186	2.9999	3.5001	3.8644	5.721	7.4409	8.4684	2.9957	6.0895	3.0425	4.911	3.0231	8.0803	7.8935	2.9957	2.9986	9.2293	7.8036	4.4973	3.7198	2.9957	8.0063	4.3659	3.0056	6.9106	5.7635	2.9957	3.0003	2.9957	2.9957	6.8637	5.1091	7.906	8.6445	7.7357	8.9163	3.2694	6.4109	8.1712	2.9957	5.7593	2.9957	3.9004	7.2121	4.0778	7.0843	5.583	4.6981	6.8659	5.1936	6.9457	6.564	3.0142	4.6311	2.9957	7.4677	6.6995	5.3878	5.4633	2.9957	7.0613	2.9957	3.083	4.122	4.6649	2.9957	6.8866	6.2253	5.2459	8.4264	7.8392	2.9957	7.7239	3.3968	7.6155	8.072	7.1017	6.5934	9.1532	6.5315	8.2075	5.3708	4.0769	3.9498	4.069	4.3829	6.521	7.2208	5.3698	6.5773	7.6472	3.8668	9.8449	6.5581	3.8668	2.9957	3.3883	4.2055	3.8668	7.6958	7.1623	3.8668	5.756	3.8668	7.0367	3.7046	4.2055	4.3235	6.433	8.4441	7.0544	8.836	7.2489	3.471	3.471	6.4805	8.2544	3.5731	7.5788	6.6378	5.2926	3.7821	10.0258	6.1304	7.8221	4.2565	5.1035	4.8255	7.2232
8-cell stage blastomere	7.3806	2.9967	6.7007	5.5747	6.2397	6.4481	4.4633	3.6877	7.3081	3.0554	8.1907	4.7437	3.0156	6.729	2.9957	4.3425	2.9957	3.6888	4.4299	6.1491	2.9957	2.9957	7.7926	7.0519	3.4542	7.1701	5.0394	5.1437	3.2881	3.0074	6.4713	6.5213	4.2053	2.9957	6.456	9.4939	8.5809	2.9957	2.9957	5.3198	6.4857	8.0434	7.2712	8.1514	4.4356	7.5502	2.9957	2.9957	3.7568	3.0251	7.0762	3.7347	2.9957	7.402	6.7853	2.9957	3.3796	3.9164	3.2418	2.9957	3.8639	4.0675	6.8941	7.75	8.1762	2.9957	5.6133	2.9957	5.5239	3.2378	8.3166	8.1175	2.9957	2.9957	9.2093	7.724	5.5207	3.0019	2.9957	7.7386	5.2231	3.6231	6.4354	6.2614	2.9957	3.1462	2.9974	2.9957	7.0714	4.4535	7.8009	8.6359	7.3235	8.8037	3.1381	4.9223	8.4422	2.9957	5.6083	2.9957	4.324	6.4364	3.3005	7.1436	6.4522	4.6839	7.0389	6.2851	7.3999	6.7162	2.9957	3.598	2.9957	7.7735	4.7309	6.4438	5.0487	2.9957	6.9281	3.997	4.0042	3.6158	3.8822	2.9957	7.3104	6.8263	6.3271	8.3574	6.9851	4.8201	8.4408	2.9957	7.6878	7.9422	6.6384	6.274	9.5467	7.0456	9.1129	5.869	3.0649	3.8755	4.8803	4.5837	5.706	7.288	5.2638	5.6827	7.6902	3.7674	9.5804	5.935	3.7674	2.9957	3.4582	3.3871	3.7674	8.1948	6.305	3.7674	6.8736	3.7674	6.6113	2.9957	3.3871	2.9985	6.2827	8.1315	6.669	9.1595	6.7154	3.0853	3.0853	7.8093	7.8695	4.3252	6.8745	6.2165	5.4691	4.279	10.0063	6.9367	7.5747	5.0419	5.9004	5.522	6.6761
